"","seqnames","start","end"
"421","chr10",42229988,42230024
"422","chr10",42230311,42230356
"423","chr10",42232502,42232529
"424","chr10",42232936,42232980
"425","chr10",42233355,42233417
"426","chr10",42234037,42234152
"427","chr10",42234573,42234599
"428","chr10",42234894,42234944
"429","chr10",42235228,42235315
"430","chr10",43266543,43266567
"431","chr10",43867373,43867416
"432","chr10",45678635,45678667
"433","chr10",45847498,45847525
"434","chr10",45871342,45871437
"435","chr10",45871523,45871620
"436","chr10",45872504,45872607
"437","chr10",45872659,45872773
"438","chr10",45993654,45993768
"439","chr10",46337042,46337088
"440","chr10",46365092,46365132
"441","chr10",46816334,46816380
"442","chr10",47523662,47523708
"443","chr10",48031735,48031781
"444","chr10",48456810,48456837
"445","chr10",48787781,48787809
"446","chr10",49140603,49140627
"447","chr10",49963293,49963407
"448","chr10",49963459,49963557
"449","chr10",49964549,49964679
"450","chr10",49964738,49964833
"451","chr10",51698891,51698918
"452","chr10",52085251,52085271
"453","chr10",52693267,52693307
"454","chr10",55538375,55539111
"455","chr10",66007770,66007880
"456","chr10",67911674,67911773
"457","chr10",70283208,70283239
"458","chr10",70547453,70547475
"459","chr10",70731059,70731091
"460","chr10",70887919,70887939
"461","chr10",71232453,71232478
"462","chr10",71396795,71396827
"463","chr10",72268956,72269046
"464","chr10",72321733,72321755
"465","chr10",72668259,72668283
"466","chr10",73340793,73340837
"467","chr10",73697911,73697931
"468","chr10",74039252,74039269
"469","chr10",75049482,75049499
"470","chr10",75235139,75235158
"471","chr10",75714806,75714908
"472","chr10",75751309,75751383
"473","chr10",78973956,78973993
"474","chr10",79068817,79068844
"475","chr10",79149147,79149173
"476","chr10",79293125,79293152
"477","chr10",79445582,79445609
"478","chr10",80429525,80429693
"479","chr10",81875211,81875283
"480","chr10",81875416,81875467
"481","chr10",84069882,84069939
"482","chr10",84185965,84185987
"483","chr10",86366806,86366852
"484","chr10",86942614,86942636
"485","chr10",87016303,87016349
"486","chr10",92771153,92771204
"487","chr10",93220267,93220316
"488","chr10",93564813,93564840
"489","chr10",94403609,94403642
"490","chr10",95551346,95551374
"491","chr10",96789885,96789964
"492","chr10",96791994,96792161
"493","chr10",97204111,97204134
"494","chr10",97359325,97359343
"495","chr10",97793668,97793746
"496","chr10",98287099,98287143
"497","chr10",100505295,100505339
"498","chr10",100651007,100651237
"499","chr10",100663574,100663592
"500","chr10",100670579,100670700
"501","chr10",100671282,100671301
"502","chr10",100828919,100828941
"503","chr10",100859330,100859350
"504","chr10",100999843,100999892
"505","chr10",101776855,101776893
"506","chr10",101837931,101837958
"507","chr10",102120222,102120246
"508","chr10",102635309,102635331
"509","chr10",103277375,103277407
"510","chr10",103499385,103499410
"511","chr10",103516965,103517027
"512","chr10",103740801,103740836
"513","chr10",106772445,106772472
"514","chr10",111211427,111211444
"515","chr10",112951621,112951663
"516","chr10",113424059,113424076
"517","chr10",114044947,114044969
"518","chr10",116115480,116115507
"519","chr10",116465541,116465572
"520","chr10",116742632,116742663
"521","chr10",117103507,117103528
"522","chr10",117412200,117412294
"523","chr10",117934599,117934622
"524","chr10",118053146,118053201
"525","chr10",119407139,119407165
"526","chr10",119721363,119721385
"527","chr10",120377763,120377786
"528","chr10",120877624,120877645
"529","chr10",121975116,121975147
"530","chr10",122015197,122015214
"531","chr10",122265347,122265371
"532","chr10",123474114,123474131
"533","chr10",124014183,124014205
"534","chr10",124163025,124163122
"535","chr10",125159407,125159442
"536","chr10",127196629,127196649
"537","chr10",129223396,129223806
"538","chr10",129564202,129564719
"539","chr10",129840173,129840200
"540","chr10",129963579,129963611
"541","chr10",130157494,130157517
"542","chr10",130203869,130203900
"543","chr10",130204090,130204109
"544","chr10",131311817,131311871
"545","chr10",132142478,132142500
"546","chr10",132158077,132158105
"547","chr10",132186998,132187024
"548","chr10",132187320,132187393
"549","chr10",132359530,132359557
"550","chr10",132361904,132361927
"551","chr10",132397559,132397610
"552","chr10",132421260,132421286
"553","chr10",132444913,132444941
"554","chr10",132835942,132836058
"555","chr10",132847124,132847146
"556","chr10",133100169,133100190
"557","chr10",133124830,133124858
"558","chr10",133316671,133316690
"559","chr11",127381,127403
"560","chr11",175280,176542
"561","chr11",236362,236485
"562","chr11",509087,509105
"563","chr11",534399,534424
"564","chr11",535290,535314
"565","chr11",535437,535484
"566","chr11",615769,615788
"567","chr11",694950,695003
"568","chr11",832893,832925
"569","chr11",836173,836194
"570","chr11",842530,842547
"571","chr11",910938,910974
"572","chr11",926109,926127
"573","chr11",1023686,1023707
"574","chr11",1288995,1289020
"575","chr11",1390384,1390409
"576","chr11",1422120,1422139
"577","chr11",1446047,1446201
"578","chr11",1455645,1455663
"579","chr11",1695699,1696292
"580","chr11",2106597,2107376
"581","chr11",2138187,2138213
"582","chr11",2391067,2391130
"583","chr11",2411602,2411621
"584","chr11",2733815,2733857
"585","chr11",2862320,2862349
"586","chr11",2884631,2884653
"587","chr11",2884841,2885021
"588","chr11",2886850,2886886
"589","chr11",2940645,2940665
"590","chr11",3131346,3132052
"591","chr11",3840997,3841024
"592","chr11",3855884,3855905
"593","chr11",4865585,4865606
"594","chr11",6390701,6390741
"595","chr11",8039431,8039451
"596","chr11",8283632,8283657
"597","chr11",11267806,11267824
"598","chr11",11404420,11404437
"599","chr11",11757234,11757260
"600","chr11",12211386,12211409
"601","chr11",13277889,13277908
"602","chr11",15907026,15907096
"603","chr11",17469047,17469086
"604","chr11",17695898,17695931
"605","chr11",18105984,18106001
"606","chr11",18412966,18412988
"607","chr11",18698869,18698886
"608","chr11",19197389,19197472
"609","chr11",21922147,21922164
"610","chr11",27576743,27576760
"611","chr11",31506965,31506990
"612","chr11",32556466,32556484
"613","chr11",33651838,33651931
"614","chr11",33700508,33700534
"615","chr11",33774522,33774553
"616","chr11",34051353,34051375
"617","chr11",35792073,35792112
"618","chr11",35862370,35862404
"619","chr11",36054662,36055104
"620","chr11",36300825,36300848
"621","chr11",36694776,36694815
"622","chr11",42698107,42698157
"623","chr11",43509292,43509313
"624","chr11",44488606,44488625
"625","chr11",44518562,44518581
"626","chr11",44594389,44594416
"627","chr11",44662918,44662969
"628","chr11",44727043,44727126
"629","chr11",44925019,44925038
"630","chr11",44950767,44950835
"631","chr11",45146966,45147001
"632","chr11",45180687,45180714
"633","chr11",45900345,45900383
"634","chr11",46617337,46617354
"635","chr11",47412298,47412328
"636","chr11",47546254,47546281
"637","chr11",47877748,47877786
"638","chr11",47974182,47974219
"639","chr11",54666007,54666037
"640","chr11",57754625,57754658
"641","chr11",59628498,59628534
"642","chr11",59628544,59628575
"643","chr11",60450699,60450723
"644","chr11",61629114,61629136
"645","chr11",61871842,61871860
"646","chr11",62418636,62418663
"647","chr11",62983904,62983921
"648","chr11",63414994,63415011
"649","chr11",63839684,63839706
"650","chr11",63956180,63956199
"651","chr11",64113352,64114743
"652","chr11",64220340,64220384
"653","chr11",64251473,64251507
"654","chr11",64368435,64368463
"655","chr11",64713708,64713737
"656","chr11",64778074,64778185
"657","chr11",64972463,64972486
"658","chr11",65636777,65636808
"659","chr11",65796672,65796689
"660","chr11",65804928,65804947
"661","chr11",65872508,65872541
"662","chr11",65978307,65978344
"663","chr11",66420058,66420081
"664","chr11",66422850,66422871
"665","chr11",66646179,66646203
"666","chr11",66859239,66859257
"667","chr11",66966175,66966192
"668","chr11",67266395,67266462
"669","chr11",67420853,67420888
"670","chr11",68120688,68120783
"671","chr11",68212936,68213013
"672","chr11",68439921,68439949
"673","chr11",68681855,68681878
"674","chr11",68792521,68792543
"675","chr11",69468414,69468436
"676","chr11",69700767,69700788
"677","chr11",70776869,70776903
"678","chr11",70889774,70889796
"679","chr11",71103834,71103858
"680","chr11",71133504,71133526
"681","chr11",71452992,71453048
"682","chr11",72244041,72244071
"683","chr11",72358796,72358834
"684","chr11",72597468,72597493
"685","chr11",72619053,72619079
"686","chr11",72642385,72642412
"687","chr11",72642482,72642511
"688","chr11",72721075,72721092
"689","chr11",74582381,74582400
"690","chr11",75351734,75351776
"691","chr11",75477279,75477306
"692","chr11",75786610,75786640
"693","chr11",76784022,76784039
"694","chr11",76802146,76802176
"695","chr11",77129968,77129992
"696","chr11",77492341,77492370
"697","chr11",78261290,78261321
"698","chr11",80040385,80040412
"699","chr11",81033590,81033607
"700","chr11",84779904,84779925
"701","chr11",87004017,87004055
"702","chr11",93278958,93278981
"703","chr11",93975423,93975507
"704","chr11",94129089,94129109
"705","chr11",95058407,95058425
"706","chr11",99059030,99059098
"707","chr11",102606022,102606042
"708","chr11",104948791,104948837
"709","chr11",106925010,106925029
"710","chr11",107213575,107213611
"711","chr11",108745072,108745247
"712","chr11",110947236,110947253
"713","chr11",112658789,112658806
"714","chr11",113475291,113475332
"715","chr11",114024475,114024512
"716","chr11",116102112,116102136
"717","chr11",116547762,116547780
"718","chr11",116652586,116652626
"719","chr11",118925509,118925534
"720","chr11",119149206,119149241
"721","chr11",119884251,119884273
"722","chr11",120033030,120033052
"723","chr11",120185561,120185587
"724","chr11",120445127,120445144
"725","chr11",120520659,120520682
"726","chr11",120840751,120840768
"727","chr11",122359356,122359376
"728","chr11",123560553,123560577
"729","chr11",123741499,123741535
"730","chr11",125087009,125087037
"731","chr11",125314725,125314748
"732","chr11",126461307,126461324
"733","chr11",128766288,128766305
"734","chr11",130197518,130197538
"735","chr11",130431260,130431324
"736","chr11",130903711,130903750
"737","chr11",133932242,133932394
"738","chr11",134342432,134342455
"739","chr11",134412253,134412300
"740","chr12",459905,459936
"741","chr12",570676,570705
"742","chr12",1594157,1594183
"743","chr12",1594397,1594432
"744","chr12",2053036,2053070
"745","chr12",2076480,2076528
"746","chr12",2820622,2820656
"747","chr12",2959239,2959286
"748","chr12",3041664,3041705
"749","chr12",3077281,3077345
"750","chr12",4003920,4003946
"751","chr12",4304931,4304953
"752","chr12",5664226,5664426
"753","chr12",6181081,6181549
"754","chr12",6274506,6274523
"755","chr12",6667960,6668029
"756","chr12",6766683,6766702
"757","chr12",6778328,6778382
"758","chr12",6840894,6840914
"759","chr12",6867707,6867732
"760","chr12",7047964,7047999
"761","chr12",8695179,8695219
"762","chr12",9195373,9195418
"763","chr12",9434120,9434137
"764","chr12",9747368,9747481
"765","chr12",11656021,11656062
"766","chr12",13451350,13451381
"767","chr12",14354016,14354075
"768","chr12",15829679,15829734
"769","chr12",19439378,19439437
"770","chr12",20164393,20164492
"771","chr12",20210191,20210259
"772","chr12",21057867,21057899
"773","chr12",21674177,21674198
"774","chr12",21736817,21737003
"775","chr12",23034487,23034576
"776","chr12",25419829,25419877
"777","chr12",25958634,25958662
"778","chr12",26122283,26122314
"779","chr12",26122613,26122661
"780","chr12",28054945,28054988
"781","chr12",30754989,30755033
"782","chr12",32656409,32656428
"783","chr12",32896966,32896987
"784","chr12",39805137,39805154
"785","chr12",41933546,41933587
"786","chr12",42420641,42420663
"787","chr12",42793821,42793839
"788","chr12",43898029,43898071
"789","chr12",45729289,45729306
"790","chr12",45729580,45729664
"791","chr12",47819651,47819696
"792","chr12",47850860,47850877
"793","chr12",47905067,47905104
"794","chr12",48750358,48750377
"795","chr12",49188073,49188113
"796","chr12",49241608,49241643
"797","chr12",49280049,49280082
"798","chr12",50406298,50406315
"799","chr12",50600869,50600956
"800","chr12",51217721,51217744
"801","chr12",51848772,51848789
"802","chr12",51890756,51890781
"803","chr12",52788621,52788639
"804","chr12",53047176,53047203
"805","chr12",53063469,53063508
"806","chr12",53066347,53066399
"807","chr12",53342066,53342088
"808","chr12",53371839,53371857
"809","chr12",53748715,53748746
"810","chr12",53892175,53892209
"811","chr12",54082567,54082614
"812","chr12",54113223,54113251
"813","chr12",55670400,55670428
"814","chr12",55743124,55743170
"815","chr12",55940211,55940237
"816","chr12",57088951,57088980
"817","chr12",57670031,57670061
"818","chr12",61724348,61724373
"819","chr12",62010136,62010181
"820","chr12",65278805,65278836
"821","chr12",65741634,65741660
"822","chr12",65824970,65824999
"823","chr12",66687064,66687104
"824","chr12",67069330,67069353
"825","chr12",69904554,69904571
"826","chr12",76213946,76213963
"827","chr12",84311236,84311368
"828","chr12",84951313,84951353
"829","chr12",86199110,86199142
"830","chr12",90234313,90234360
"831","chr12",92434911,92434933
"832","chr12",95069760,95069812
"833","chr12",96080639,96080670
"834","chr12",96400596,96400639
"835","chr12",97430898,97430930
"836","chr12",98457029,98457056
"837","chr12",100989552,100990035
"838","chr12",102557637,102557664
"839","chr12",102854811,102854839
"840","chr12",103841377,103841412
"841","chr12",104138299,104138369
"842","chr12",104592086,104592148
"843","chr12",104600861,104601096
"844","chr12",104644660,104644677
"845","chr12",104721167,104721185
"846","chr12",105705068,105705108
"847","chr12",106645032,106645049
"848","chr12",107020614,107020636
"849","chr12",108070133,108070155
"850","chr12",108079379,108079404
"851","chr12",108212614,108212654
"852","chr12",108598090,108598138
"853","chr12",108715239,108715263
"854","chr12",108857600,108857623
"855","chr12",108965926,108965956
"856","chr12",109286761,109286797
"857","chr12",109634208,109634226
"858","chr12",110124175,110124284
"859","chr12",110689169,110689211
"860","chr12",111362902,111363018
"861","chr12",113117194,113117216
"862","chr12",113303115,113303142
"863","chr12",113358645,113358683
"864","chr12",113472490,113472508
"865","chr12",114752624,114752670
"866","chr12",116653056,116653073
"867","chr12",117725085,117725113
"868","chr12",118246182,118246226
"869","chr12",118604635,118604657
"870","chr12",119156612,119156652
"871","chr12",119401330,119401375
"872","chr12",120425935,120425952
"873","chr12",120687345,120687363
"874","chr12",120733216,120733266
"875","chr12",121059212,121059250
"876","chr12",121712716,121712742
"877","chr12",121828092,121828123
"878","chr12",122052167,122052184
"879","chr12",122078766,122078783
"880","chr12",122422716,122422746
"881","chr12",122500541,122500563
"882","chr12",122636397,122636423
"883","chr12",122864110,122864131
"884","chr12",123388743,123388770
"885","chr12",124736523,124736834
"886","chr12",124863979,124864012
"887","chr12",126831911,126832181
"888","chr12",127657881,127657904
"889","chr12",128267085,128267136
"890","chr12",131163415,131163442
"891","chr12",131629335,131629363
"892","chr12",131680998,131681231
"893","chr12",131894882,131894931
"894","chr12",132021221,132021247
"895","chr12",132198428,132198454
"896","chr12",132198432,132198458
"897","chr12",132531176,132531239
"898","chr12",132618654,132618689
"899","chr12",132619071,132619305
"900","chr12",132705303,132705330
"901","chr12",132887158,132887183
"902","chr12",133264882,133264934
"903","chr13",20988344,20988372
"904","chr13",21757324,21757347
"905","chr13",21985686,21985705
"906","chr13",25301915,25301933
"907","chr13",26760787,26760868
"908","chr13",26897886,26897922
"909","chr13",27171447,27171488
"910","chr13",27451102,27451121
"911","chr13",27799022,27799043
"912","chr13",27978543,27978572
"913","chr13",29849785,29849803
"914","chr13",30269054,30269085
"915","chr13",30307395,30307416
"916","chr13",30465184,30465210
"917","chr13",30786609,30786661
"918","chr13",31123688,31123813
"919","chr13",31181630,31181654
"920","chr13",32427753,32427779
"921","chr13",32895351,32895449
"922","chr13",33350706,33350736
"923","chr13",33748910,33748951
"924","chr13",34539800,34539871
"925","chr13",35694891,35694910
"926","chr13",36432355,36432453
"927","chr13",38326013,38326036
"928","chr13",40458484,40458502
"929","chr13",40899739,40899769
"930","chr13",42049152,42049202
"931","chr13",42376974,42377021
"932","chr13",44267215,44267494
"933","chr13",45916944,45916962
"934","chr13",46388302,46388537
