"","seqnames","start","end"
"362","chr1",21449921,21449955
"363","chr1",21536892,21536914
"364","chr1",21545802,21545834
"365","chr1",21719885,21719929
"366","chr1",21730449,21730468
"367","chr1",21770482,21770500
"368","chr1",21771472,21771489
"369","chr1",21796721,21796751
"370","chr1",21814208,21814225
"371","chr1",21906017,21906039
"372","chr1",21960547,21960570
"373","chr1",21976186,21976208
"374","chr1",22031028,22031050
"375","chr1",22055868,22055886
"376","chr1",22058810,22058832
"377","chr1",22071033,22071061
"378","chr1",22107594,22107617
"379","chr1",22195407,22195429
"380","chr1",22205740,22205777
"381","chr1",22294621,22294652
"382","chr1",22431311,22431360
"383","chr1",22669053,22669119
"384","chr1",22728227,22728247
"385","chr1",22791444,22791474
"386","chr1",22979387,22979413
"387","chr1",23012870,23012889
"388","chr1",23014542,23014570
"389","chr1",23026354,23026397
"390","chr1",23041436,23041459
"391","chr1",23104171,23104197
"392","chr1",23118403,23118424
"393","chr1",23122023,23122046
"394","chr1",23194391,23194427
"395","chr1",23207760,23207779
"396","chr1",23211610,23211660
"397","chr1",23235836,23235899
"398","chr1",23237241,23237261
"399","chr1",23327689,23327718
"400","chr1",23365719,23365742
"401","chr1",23376650,23376671
"402","chr1",23391119,23391166
"403","chr1",23414072,23414102
"404","chr1",23511757,23511780
"405","chr1",23589542,23589567
"406","chr1",23628485,23628502
"407","chr1",23659918,23659938
"408","chr1",23664088,23664170
"409","chr1",23669842,23669862
"410","chr1",23700915,23700932
"411","chr1",23706323,23706347
"412","chr1",23730253,23730300
"413","chr1",23758041,23758058
"414","chr1",23765207,23765252
"415","chr1",23823347,23823371
"416","chr1",23846261,23846287
"417","chr1",23876178,23876222
"418","chr1",23880870,23880931
"419","chr1",23888967,23888990
"420","chr1",23898013,23898033
"421","chr1",23914403,23914441
"422","chr1",23985968,23985986
"423","chr1",23996245,23996274
"424","chr1",24004724,24004743
"425","chr1",24015713,24015787
"426","chr1",24018505,24018548
"427","chr1",24026904,24026921
"428","chr1",24189148,24189285
"429","chr1",24221544,24221564
"430","chr1",24494452,24494469
"431","chr1",24518759,24518789
"432","chr1",24520830,24520869
"433","chr1",24529551,24529568
"434","chr1",24598612,24598645
"435","chr1",24601241,24601263
"436","chr1",24739132,24739151
"437","chr1",24771952,24771981
"438","chr1",24775225,24775244
"439","chr1",24796933,24796963
"440","chr1",24802699,24802727
"441","chr1",24822342,24822366
"442","chr1",24957337,24957383
"443","chr1",24968042,24968075
"444","chr1",25001936,25002079
"445","chr1",25127508,25127534
"446","chr1",25252533,25252550
"447","chr1",25444575,25444604
"448","chr1",25469634,25469654
"449","chr1",25587146,25587168
"450","chr1",25643231,25643256
"451","chr1",25653071,25653095
"452","chr1",25663117,25663144
"453","chr1",25761621,25761641
"454","chr1",25803694,25803727
"455","chr1",25854954,25854974
"456","chr1",25910542,25910575
"457","chr1",25949330,25949353
"458","chr1",25968165,25968197
"459","chr1",25972087,25972113
"460","chr1",26008419,26008453
"461","chr1",26056758,26056776
"462","chr1",26107202,26107220
"463","chr1",26146377,26146396
"464","chr1",26235568,26235587
"465","chr1",26242790,26242817
"466","chr1",26272618,26272644
"467","chr1",26399678,26399960
"468","chr1",26431120,26431151
"469","chr1",26449070,26449109
"470","chr1",26489277,26489299
"471","chr1",26490976,26490998
"472","chr1",26508879,26508906
"473","chr1",26518122,26518144
"474","chr1",26562826,26562852
"475","chr1",26565544,26565576
"476","chr1",26592054,26592140
"477","chr1",26627404,26627426
"478","chr1",26651307,26651327
"479","chr1",26656803,26656825
"480","chr1",26658126,26658164
"481","chr1",26673071,26673094
"482","chr1",26689790,26689811
"483","chr1",26708267,26708302
"484","chr1",26836555,26836586
"485","chr1",26837461,26837494
"486","chr1",26904012,26904066
"487","chr1",26957812,26957834
"488","chr1",27023535,27023564
"489","chr1",27024435,27024475
"490","chr1",27056550,27056571
"491","chr1",27061472,27061494
"492","chr1",27196542,27196576
"493","chr1",27244329,27244347
"494","chr1",27269590,27269634
"495","chr1",27271616,27271655
"496","chr1",27347122,27347148
"497","chr1",27442546,27442573
"498","chr1",27443779,27443796
"499","chr1",27452817,27452855
"500","chr1",27453206,27453239
"501","chr1",27461334,27461359
"502","chr1",27475623,27475645
"503","chr1",27487399,27487775
"504","chr1",27493127,27493145
"505","chr1",27622487,27622519
"506","chr1",27711438,27711476
"507","chr1",27721813,27721830
"508","chr1",27738485,27738513
"509","chr1",27744113,27744146
"510","chr1",27759767,27759789
"511","chr1",27764589,27764632
"512","chr1",27775262,27775282
"513","chr1",27776717,27776750
"514","chr1",27783323,27783350
"515","chr1",27823156,27823178
"516","chr1",27824673,27824694
"517","chr1",27825700,27825733
"518","chr1",27861908,27861937
"519","chr1",27975791,27975809
"520","chr1",27995756,27995786
"521","chr1",28007322,28007340
"522","chr1",28050674,28050698
"523","chr1",28073128,28073151
"524","chr1",28081934,28081951
"525","chr1",28084596,28084627
"526","chr1",28219679,28219705
"527","chr1",28231344,28231365
"528","chr1",28294262,28294280
"529","chr1",28305540,28305565
"530","chr1",28312459,28312481
"531","chr1",28326516,28326548
"532","chr1",28347590,28347608
"533","chr1",28357980,28358065
"534","chr1",28371277,28371313
"535","chr1",28378932,28378950
"536","chr1",28391600,28391622
"537","chr1",28414044,28414085
"538","chr1",28424472,28424506
"539","chr1",28444934,28444970
"540","chr1",28476521,28476560
"541","chr1",28478599,28478633
"542","chr1",28492437,28492477
"543","chr1",28602787,28602819
"544","chr1",28608759,28608778
"545","chr1",28610277,28610312
"546","chr1",28668058,28668088
"547","chr1",28672170,28672204
"548","chr1",28674709,28674736
"549","chr1",28732944,28732978
"550","chr1",28740702,28740719
"551","chr1",28762823,28762855
"552","chr1",28767486,28767523
"553","chr1",28802925,28802942
"554","chr1",28849876,28849897
"555","chr1",28853737,28853764
"556","chr1",28870233,28870269
"557","chr1",28944535,28944557
"558","chr1",28957964,28957982
"559","chr1",28977562,28977580
"560","chr1",28980795,28980814
"561","chr1",28981842,28981890
"562","chr1",28997713,28997747
"563","chr1",29040192,29040213
"564","chr1",29041134,29041188
"565","chr1",29085597,29085614
"566","chr1",29088032,29088063
"567","chr1",29100628,29100701
"568","chr1",29102581,29102605
"569","chr1",29103648,29103683
"570","chr1",29173131,29173155
"571","chr1",29233381,29233405
"572","chr1",29321197,29321219
"573","chr1",29536585,29536606
"574","chr1",29658875,29658908
"575","chr1",30302333,30302357
"576","chr1",30310174,30310195
"577","chr1",30702856,30703212
"578","chr1",30766857,30766877
"579","chr1",30947872,30947891
"580","chr1",30982922,30982950
"581","chr1",30997496,30997516
"582","chr1",31097713,31097738
"583","chr1",31107114,31107146
"584","chr1",31117289,31117376
"585","chr1",31117664,31117762
"586","chr1",31128376,31128393
"587","chr1",31200459,31200477
"588","chr1",31212403,31212420
"589","chr1",31214013,31214042
"590","chr1",31361787,31361828
"591","chr1",31545280,31546584
"592","chr1",31562056,31562078
"593","chr1",31594841,31594869
"594","chr1",31598569,31598606
"595","chr1",31602931,31602968
"596","chr1",31825332,31825375
"597","chr1",31827578,31827597
"598","chr1",31847722,31847743
"599","chr1",31875589,31875610
"600","chr1",31928201,31928279
"601","chr1",31950184,31950223
"602","chr1",31968917,31968939
"603","chr1",31969774,31969792
"604","chr1",31989202,31989227
"605","chr1",32002948,32002971
"606","chr1",32053386,32053408
"607","chr1",32079062,32079079
"608","chr1",32081191,32081217
"609","chr1",32116175,32116201
"610","chr1",32118973,32118993
"611","chr1",32120559,32120577
"612","chr1",32129537,32129567
"613","chr1",32193527,32193558
"614","chr1",32224654,32224684
"615","chr1",32237410,32237430
"616","chr1",32238983,32239023
"617","chr1",32260014,32260061
"618","chr1",32261055,32261076
"619","chr1",32268627,32268656
"620","chr1",32282808,32282862
"621","chr1",32288976,32289027
"622","chr1",32341249,32341280
"623","chr1",32395446,32395491
"624","chr1",32409699,32409716
"625","chr1",32429040,32429066
"626","chr1",32440483,32440501
"627","chr1",32446229,32446246
"628","chr1",32488767,32488812
"629","chr1",32507300,32507317
"630","chr1",32513294,32513324
"631","chr1",32581080,32581361
"632","chr1",32595260,32595283
"633","chr1",32599719,32599761
"634","chr1",32611915,32611954
"635","chr1",32614429,32614498
"636","chr1",32630574,32630592
"637","chr1",32641266,32641291
"638","chr1",32687834,32687863
"639","chr1",32845008,32845042
"640","chr1",32914539,32914560
"641","chr1",32960835,32960864
"642","chr1",32973440,32973490
"643","chr1",33016679,33016721
"644","chr1",33026187,33026210
"645","chr1",33388319,33388341
"646","chr1",33598666,33598688
"647","chr1",33912805,33912827
"648","chr1",33929433,33929455
"649","chr1",34114295,34114320
"650","chr1",34152010,34152027
"651","chr1",34168282,34168309
"652","chr1",34175191,34175210
"653","chr1",34185171,34185197
"654","chr1",34219041,34219060
"655","chr1",34388634,34388748
"656","chr1",34427023,34427040
"657","chr1",34446697,34446738
"658","chr1",34471323,34471341
"659","chr1",34491106,34491123
"660","chr1",34566056,34566085
"661","chr1",34619985,34620021
"662","chr1",34641801,34641833
"663","chr1",34819034,34819081
"664","chr1",34846988,34847005
"665","chr1",34882482,34882507
"666","chr1",34965045,34965091
"667","chr1",34982458,34982475
"668","chr1",35015935,35015963
"669","chr1",35080315,35080333
"670","chr1",35088806,35088829
"671","chr1",35089739,35089763
"672","chr1",35099868,35099901
"673","chr1",35112487,35112624
"674","chr1",35162556,35162576
"675","chr1",35196223,35196241
"676","chr1",35200436,35200474
"677","chr1",35204809,35204833
"678","chr1",35208212,35208266
"679","chr1",35218042,35218063
"680","chr1",35220226,35220258
"681","chr1",35236987,35237021
"682","chr1",35251137,35251182
"683","chr1",35283961,35283987
"684","chr1",35318055,35318076
"685","chr1",35360944,35360962
"686","chr1",35373369,35373392
"687","chr1",35388199,35388221
"688","chr1",35410457,35410505
"689","chr1",35481815,35481842
"690","chr1",35492518,35492551
"691","chr1",35510586,35510626
"692","chr1",35624166,35624189
"693","chr1",35691729,35691774
"694","chr1",35738801,35738818
"695","chr1",35755436,35755453
"696","chr1",35758789,35758816
"697","chr1",35759830,35759851
"698","chr1",35771200,35771221
"699","chr1",35792241,35792273
"700","chr1",35803297,35803315
"701","chr1",35827791,35827815
"702","chr1",35853416,35853483
"703","chr1",35891534,35891552
"704","chr1",35903000,35903023
"705","chr1",35947100,35947126
"706","chr1",35948217,35948235
"707","chr1",36038253,36038272
"708","chr1",36041231,36041259
"709","chr1",36052963,36052983
"710","chr1",36104798,36104819
"711","chr1",36165730,36165747
"712","chr1",36166390,36166407
"713","chr1",36185745,36185764
"714","chr1",36198356,36198377
"715","chr1",36265460,36265481
"716","chr1",36274626,36274649
"717","chr1",36364989,36365008
"718","chr1",36403754,36403797
"719","chr1",36404448,36404466
"720","chr1",36429536,36429560
"721","chr1",36452258,36452277
"722","chr1",36470156,36470201
"723","chr1",36496868,36496904
"724","chr1",36551882,36551900
"725","chr1",36642374,36642406
"726","chr1",36653054,36653090
"727","chr1",36934849,36934874
"728","chr1",36975289,36975308
"729","chr1",37126201,37126241
"730","chr1",37253133,37253156
"731","chr1",37330166,37330190
"732","chr1",37421066,37421100
"733","chr1",37426481,37426517
"734","chr1",37497577,37497605
"735","chr1",37498410,37498451
"736","chr1",37527457,37527495
"737","chr1",37545801,37545838
"738","chr1",37597174,37597204
"739","chr1",37599042,37599065
"740","chr1",37659699,37659716
"741","chr1",37666155,37666194
"742","chr1",37748919,37748940
"743","chr1",37863518,37863540
"744","chr1",37897742,37897796
"745","chr1",37959575,37959592
"746","chr1",37966210,37966244
"747","chr1",38019433,38019456
"748","chr1",38058286,38058303
"749","chr1",38220857,38220881
"750","chr1",38273773,38273796
"751","chr1",38469617,38469642
"752","chr1",38514421,38514449
"753","chr1",38522284,38522305
"754","chr1",38538719,38538753
"755","chr1",38554115,38554149
"756","chr1",38793852,38793874
"757","chr1",38854066,38854085
"758","chr1",38866045,38866065
"759","chr1",38887212,38887230
"760","chr1",38902189,38902223
"761","chr1",38909760,38909781
"762","chr1",38977647,38977678
"763","chr1",38978908,38978931
"764","chr1",39027815,39027836
"765","chr1",39045737,39045757
"766","chr1",39057274,39057293
"767","chr1",39100854,39100898
"768","chr1",39110231,39110252
"769","chr1",39121436,39121467
"770","chr1",39137060,39137087
"771","chr1",39169757,39169776
"772","chr1",39186171,39186215
"773","chr1",39190370,39190392
"774","chr1",39263758,39263791
"775","chr1",39304552,39304581
"776","chr1",39354397,39354419
"777","chr1",39480632,39480661
"778","chr1",39554876,39554898
"779","chr1",39615588,39615608
"780","chr1",39649318,39649342
"781","chr1",39670109,39670127
"782","chr1",39713079,39713113
"783","chr1",39726334,39726351
"784","chr1",39792017,39792056
"785","chr1",39803287,39803305
"786","chr1",39805683,39805717
"787","chr1",39910459,39910551
"788","chr1",39914492,39914544
"789","chr1",39920534,39920579
"790","chr1",39978005,39978041
"791","chr1",39995651,39995675
"792","chr1",40019949,40019990
"793","chr1",40052552,40052570
"794","chr1",40068811,40068846
"795","chr1",40068827,40068849
"796","chr1",40104081,40104110
"797","chr1",40113892,40113917
"798","chr1",40120839,40120861
"799","chr1",40203110,40203132
"800","chr1",40241059,40241078
"801","chr1",40252262,40252286
"802","chr1",40259160,40259191
"803","chr1",40259306,40259342
"804","chr1",40440243,40440263
"805","chr1",40498563,40498603
"806","chr1",40545911,40545940
"807","chr1",40553832,40553852
"808","chr1",40561379,40561397
"809","chr1",40575124,40575154
"810","chr1",40581851,40581872
"811","chr1",40589575,40589603
"812","chr1",40680331,40680349
"813","chr1",40685287,40685381
"814","chr1",40718856,40718889
"815","chr1",40724372,40724394
"816","chr1",40726096,40726126
"817","chr1",40792983,40793024
"818","chr1",40855156,40855197
"819","chr1",40880592,40880611
"820","chr1",40906061,40906118
"821","chr1",40949511,40949533
"822","chr1",40972981,40973008
"823","chr1",41000216,41000260
"824","chr1",41085839,41085858
"825","chr1",41089788,41089809
"826","chr1",41124591,41124624
"827","chr1",41247722,41247790
"828","chr1",41400846,41400876
"829","chr1",41552201,41552219
"830","chr1",41757092,41757130
"831","chr1",41795637,41795667
"832","chr1",41829573,41829615
"833","chr1",41888038,41888057
"834","chr1",41893727,41893926
"835","chr1",42094113,42094167
"836","chr1",42110162,42110217
"837","chr1",42206822,42206841
"838","chr1",42328677,42328697
"839","chr1",42495690,42495730
"840","chr1",42544510,42544532
"841","chr1",42545949,42545970
"842","chr1",42592717,42592757
"843","chr1",42710466,42710495
"844","chr1",42970045,42970067
"845","chr1",42989676,42989694
"846","chr1",42995848,42995891
"847","chr1",43075290,43075313
"848","chr1",43079252,43079283
"849","chr1",43264329,43264376
"850","chr1",43291275,43291292
"851","chr1",43394207,43394226
"852","chr1",43485742,43485761
"853","chr1",43488794,43488815
"854","chr1",43502955,43502987
"855","chr1",43517838,43517864
"856","chr1",43612729,43612755
"857","chr1",43678588,43678605
"858","chr1",43725642,43725659
"859","chr1",43747562,43747584
"860","chr1",43748424,43748446
"861","chr1",43886843,43886869
"862","chr1",44054479,44054498
"863","chr1",44058668,44058704
"864","chr1",44100616,44100670
"865","chr1",44190488,44190506
"866","chr1",44299350,44299373
"867","chr1",44440142,44440172
"868","chr1",44480408,44480429
"869","chr1",44487337,44487392
"870","chr1",44502748,44502779
"871","chr1",44528615,44528632
"872","chr1",44534306,44534341
"873","chr1",44557087,44557211
"874","chr1",44590940,44590958
"875","chr1",44668422,44668454
"876","chr1",44704835,44704852
"877","chr1",44729629,44729659
"878","chr1",44748708,44748727
"879","chr1",44751184,44751212
"880","chr1",44797824,44797845
"881","chr1",44837239,44837270
"882","chr1",44838715,44838744
"883","chr1",44858071,44858089
"884","chr1",44873629,44873650
"885","chr1",44895512,44895529
"886","chr1",44978622,44978653
"887","chr1",44996106,44996128
"888","chr1",44996431,44996456
"889","chr1",44996738,44996761
"890","chr1",45022121,45022147
"891","chr1",45031170,45031194
"892","chr1",45039686,45039712
"893","chr1",45226375,45226406
"894","chr1",45250208,45250239
"895","chr1",45275866,45275885
"896","chr1",45291472,45291493
"897","chr1",45313227,45313244
"898","chr1",45369494,45369513
"899","chr1",45376214,45376235
"900","chr1",45396096,45396129
"901","chr1",45399141,45399166
"902","chr1",45406654,45406677
"903","chr1",45416073,45416100
"904","chr1",45428817,45428839
"905","chr1",45449557,45449579
"906","chr1",45479814,45479836
"907","chr1",45485035,45485070
"908","chr1",45539374,45539395
"909","chr1",45546585,45546612
"910","chr1",45559625,45559661
"911","chr1",45732661,45732684
"912","chr1",45739410,45739435
"913","chr1",45820894,45820917
"914","chr1",45893365,45893400
"915","chr1",45899303,45899327
"916","chr1",45984282,45984304
"917","chr1",46125113,46125134
"918","chr1",46152561,46152580
"919","chr1",46168158,46168182
"920","chr1",46212746,46212774
"921","chr1",46236020,46236038
"922","chr1",46322771,46322788
"923","chr1",46406556,46406600
"924","chr1",46417684,46417703
"925","chr1",46519004,46519027
"926","chr1",46578587,46578604
"927","chr1",46737363,46737385
"928","chr1",46758841,46758867
"929","chr1",46776119,46776716
"930","chr1",46899489,46899512
"931","chr1",47177915,47177942
"932","chr1",47268759,47268800
"933","chr1",47291375,47291432
